"platform","user","text","post_url","sentiment","theme","archetype"
"TikTok","Tania Monroy","@Rodrigo Alvarez ❤️🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre moderna"
"TikTok",".","@D'ehivi U'rq🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la amiga"
"TikTok",".","@Jhovax.10 tu y yo en un futuro 😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre moderna"
"TikTok","Emili_Hernandez","Ese carro,ese porta bb y esas calles me huelen a estabilidad económica para el bb🥹💖✨️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la hija"
"TikTok","sofix_rms","METAS","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre protectora"
"TikTok","DIANA💗","@Mmm 🖤tu y yo ❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la amiga"
"TikTok","✿★SOY DE AMY★✿","quiero en el futuro ser madre pero junto Amy..","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre protectora"
"TikTok","Samii","@Luis Escobedo Gonzal 🥺💘","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre protectora"
"TikTok","beauty_of_gril","me pasa y me suicidó (mi mayor miedo)","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre protectora"
"TikTok","𝕰𝖒𝖎𝖑𝖞","@M🤍","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre protectora"
"TikTok","𝓖𝓮𝓷𝓷🌺","@.","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre protectora"
"TikTok","🌑","Una vida así 💗😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la hija"
"TikTok","Odesita 💗","@Acrosmey 🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la madre moderna"
"TikTok","єℓєηα ☆","Ya viene las de ""me da miedo el gogogo y parir"" me vale verdura","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la hija"
"TikTok","NiCKY","@👌😎 en unos años tal vez🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la madre protectora"
"TikTok","Danitaaaᰔ","Que miedo ojalá me pase, mi mamá dice que si me río me va a pasar JAJAJAKAKAKSJSKSKAKAKAKAKSAJAKA","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la amiga"
"TikTok","Anyu💫","bastaaaa ☹️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la hija"
"TikTok","¿","Awh","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la hija"
"TikTok","eli","@chikis algún día ❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre moderna"
"TikTok","fadlimajnun","🥹🥹🥹🥹🥹🥹🥹🥹🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre protectora"
"TikTok","keren palafox","@_Emilio_PV_ algún día nosotros te amo","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la hija"
"TikTok","ciaraaa","@tatyy🙃❤","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la amiga"
"TikTok","LIZ","@L y J ❤️🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre protectora"
"TikTok","NATALIA 💫","@⊹👩🏿‍🦲. mira Anahi tu y Maicol","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la amiga"
"TikTok","cesilia","@Escalante","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre protectora"
"TikTok","Lulú lucían","@Bran🥺 🫶🏼","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre protectora"
"TikTok","👸🏽🫧","@dana✿ weyy 😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre moderna"
"TikTok","🕊M-E-L-A-N-I-E🕊","@Out Of Radar 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la amiga"
"TikTok","Issy✨","@Enfrijolada amooor 🥺🥰😭 (no quiero) pero si quiero, pero luego no quiero.","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre protectora"
"TikTok","thvali_2","@Ramon Sanchez","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre protectora"
"TikTok","Alexis Palomino","@✨Lex🌹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la hija"
"TikTok","Manu","@𝔅𝔯𝔲𝔫𝔫𝔞 🤎🌞","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre moderna"
"TikTok","KITΛИΛ™","@Jjuanchoj","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la amiga"
"TikTok","💤","@Genyita (Miku's versión) 🎧💙","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre protectora"
"TikTok","Ange 🕷🕸","@Braian Oliva algún día 🤞🏻","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la amiga"
"TikTok","kim💜","@ale 😭amor no puedo hahaha","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la amiga"
"TikTok","Arley higuita","@𝓣𝓪𝓽𝓲💘 Yo, la propia rondalla","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la amiga"
"TikTok","J.Carlos","@😶‍🌫️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre moderna"
"TikTok","un random","@S. MIREYA♡ ❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre protectora"
"TikTok","🍒","@ATㅤʀᴏᴅʀɪɢᴏ¹⁷","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre protectora"
"TikTok","Elizabeth Raymundo","@┈━═☆❣️ﾌ⊙𝐡àη❣️☆═━┈
espero amor pasar por eso tu y yo
quiere bb? 🥺🥺🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la hija"
"TikTok","§®Seishirō Nagi§✓♥","@Nahumsanti algún día cariño verdad 🥺❤️✨","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre moderna"
"TikTok","I am NoAh","@Idk_Haney US?","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre moderna"
"TikTok","Jazielff20000","@Marianita💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre protectora"
"TikTok","ℳ𝒾𝓇𝓁𝓈ᥫ᭡.","@. Algún día ❤️‍🩹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre moderna"
"TikTok","fryda 💕","@@Bersa-HNZ-77 te imaginas tu y yo en un futuro 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la amiga"
"TikTok","little wtch🤫","@[…Luke…] algún día 🥺❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la amiga"
"TikTok","️","manifiesto 🥺🥺😭😭🍀🍀","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la hija"
"TikTok","Naee!!","Ya ganaste linda💕💕","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la hija"
"TikTok","Cristina ❣️","@ANTO😍","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre protectora"
"TikTok","Magaly iturbide","Mi sueño y miedo","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre protectora"
"TikTok","🥀","Esta mujer ha ganado en la vida 👏👏👏👏👏","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre moderna"
"TikTok","𖣂︎","@dylan 😔","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre moderna"
"TikTok","𝒯","🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la amiga"
"TikTok","Anayeli","@israel.agx","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre moderna"
"TikTok","Emily","Oh 🥰que Dios los acompañe, en esta nueva etapa de sus vidas🙏","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la hija"
"TikTok","✝️","@danii","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre protectora"
"TikTok","Pérola","Já criou uma fic deles e até do futuro do bebê 💔","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la hija"
"TikTok","🩷🩷 ÁMBAR🩷🩷","@Montse García 💖💖💖","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre protectora"
"TikTok","•","❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre moderna"
"TikTok","🌷Tamy🌷","@𝐗
mi mayor sueño, pero mi mayor miedo 😔💘🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre protectora"
"TikTok","Your.Favdominican🥰","❤️one day","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre moderna"
"TikTok","Jami🩷","Espero y mi futuro suene haci😔🍀🍀🍀","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la hija"
"TikTok","ᨗ","amiga donde consigo uno con esas manos?","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la hija"
"TikTok","Verónica MA","@Jhon Jairo Añez
❤️❤️❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la amiga"
"TikTok","Annieee","@𝕸𝖆𝖙𝖍𝖊𝖔𝖔.🎖️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la madre protectora"
"TikTok","️","@Alejo_Drums 🥁🥁🪘 🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la hija"
"TikTok","💞","@♤♤♡Omarcito♤♤♡♧","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la hija"
"TikTok","Aylin gisel","@ALEJANDRO 🐢🥺🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la hija"
"TikTok","Mica","@christianhumberto51❤","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la hija"
"TikTok","𝒻𝒶𝓍𝓍𝓍𝒷 ★","@Mïguëlïtö🦖 amor 🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la amiga"
"TikTok","Mathius","@⭐ Manifiesto 🥺💗💗💗🙏🙏","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la amiga"
"TikTok","Dary💕","@Alexander!","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la hija"
"TikTok","Sepultación","@El OVNI","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre protectora"
"TikTok","𝓙𝓸𝓼𝓮𝓵𝓲𝓷 𝓡𝓲𝓸𝓼🪡💕","@FC LOBITO D-502 💗C🥰 Nosotros amor🥺😿💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la amiga"
"TikTok","Deivid","@Nay 😍","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la amiga"
"TikTok","Lawy 🥀","@gael uwu","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre moderna"
"TikTok","Vachh","@○o。. 😭😭😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la hija"
"TikTok","lucxx","@🤠Jonathan😎 JHON🤭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre protectora"
"TikTok","Hey","@RasRuidias awwww :3","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la amiga"
"TikTok","hinds_milk🎗️","@a.dz.bs.n","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre protectora"
"TikTok","Nicol","@liceth_2608","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre moderna"
"TikTok","🇲🇽🦇","@irisBD","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre moderna"
"TikTok",".XMR.","@Alexandro del piero 🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre moderna"
"TikTok","zamira","@ericfleitas4","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la amiga"
"TikTok","♡E.M.C.F.♡","@SCARFACE quieres o no bb?🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre protectora"
"TikTok","Amalia","@mesmorollotn para cuando tengan un hijo en la historia (ignoren este comentario)🤣","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la hija"
"TikTok","🌹🍾𝐋𝐞𝐞 𝐰𝐨𝐧 𝐉𝐮𝐧𝐠🍾🌹","@CAESAR_SERGEYEV🌹🍾 37","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre moderna"
"TikTok","Citlaly Montejo🤡","@reneperez30893 🥺algún dia nosotros mi amor","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la amiga"
"TikTok","Las nalgas blancas de hobi","@♡𝔇𝔢𝔜𝔫𝔞𝔯_🍓","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la amiga"
"TikTok","𝒜𝒩𝒢ℐℰ🦋","@alejandro.Garcia","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la hija"
"TikTok","Brillit <3","@~Vik ♱","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre protectora"
"TikTok","Crix.szn18","@𝒦💕","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre protectora"
"TikTok","𝐙","@817966 💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la madre protectora"
"TikTok","Ambar Villafaña","@LuisAsmodeus","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la hija"
"TikTok","Yanet Garcia Pantoja","Quién es","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre moderna"
"TikTok","user10010777111","Canla Manifestledim oldu oldu oldu 777","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre protectora"
"TikTok","Luisanavega30 🌺❣️","😞🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre protectora"
"TikTok","️","💝💝💝","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre moderna"
"TikTok","️","Algun dia con mi lindo 💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre moderna"
"TikTok","★","awww","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre moderna"
"TikTok","Valenn 🍒","El ganó y ella igual, los dos lo saben","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre protectora"
"TikTok","️","que miedo ojalá nos pase🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la hija"
"TikTok","🙈🙈","@JH_7 🤗🤗🤗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre protectora"
"TikTok","Jhonny❤️‍🔥","@Cesar RG","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la amiga"
"TikTok","Charly🫀","No le tengo envidia, le tengo esperanza....","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre moderna"
"TikTok","⏳.","Lo quiero pero a la vez no.","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la hija"
"TikTok","mejia🌀👺","@Hedras.c.m 🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la amiga"
"TikTok","Isabella 🕷️🕸️💕","@sukhoi-57 🇷🇺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la amiga"
"TikTok","Alme_Cruz","@🌟otrofandeblaw🌟","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la amiga"
"TikTok","Helenaro.ma🖤","Ahora sólo vive en mi memoria 🥀.","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la hija"
"TikTok","Esmeralditakl","@ronaldvargas2001 mi deseo amor de mi corazoncito ♥️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la amiga"
"TikTok","camiizz","@miri 😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la amiga"
"TikTok","Mary","yo estaré sola 🥹 pero no le faltará amor a mi bebé hermoso ❤️😻","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la hija"
"TikTok","💌💌💌","Seremos dos cuando regresemos del hospital 😞","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre moderna"
"TikTok","Francia🌸","@germanro","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre moderna"
"TikTok","MELANIE🩶","@fush_DELL ❤️🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre protectora"
"TikTok","valetita✨","@Mv_Sergio","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la hija"
"TikTok","chuchis🐰💕","@Benjami St si 🥰🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la amiga"
"TikTok","Itzeeeee ._.","@Asiel Perez 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre protectora"
"TikTok","SoyAbel","@Priscila 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre moderna"
"TikTok","CH2024","@CH Y MJ 🥺💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre protectora"
"TikTok","Lohany Gomez","@Eduar_Alvarenga✨ Si Dios nos lo permite.🥹❤️‍🩹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre protectora"
"TikTok","Tatiana _18","@Kevinclemente Kevinc 🥺🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre moderna"
"TikTok","Estrella Tehany","@Kevin Mencias ahora seremos 3🤯😭❤","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre moderna"
"TikTok","Cheescat","Quiero serlo pero otra parte de mi no está segura.🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la amiga"
"TikTok","Arca","@𝙿 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la hija"
"TikTok","ayling6578","@mrbombastick69 😭❤","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la amiga"
"TikTok","Aimé...","@Paul PB","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la hija"
"TikTok","️","@kia 💖💖","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre moderna"
"TikTok","maru","😉","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre moderna"
"TikTok","Jhon Alexander Cv","@Acc","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre protectora"
"TikTok","elvira","Mi mayor sueño","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la amiga"
"TikTok","𝑳𝒖𝒄𝒊𝒂𝒏𝒂","Mi sueño hoy y siempre 💕","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre protectora"
"TikTok","lunacosta_27","@NiicoHeredia 🥹🥹🥹🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la hija"
"TikTok","mauricio Ramos","@#&CM_punk 🧐 dameee un niñooo😭😭😭😭😭😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la hija"
"TikTok","-_-/mini raivoso🗯️","parece a bebê da 222","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre moderna"
"TikTok","・。.・゜✭・Karyn_.｡.:*☆","❤️❤️❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la madre moderna"
"TikTok","・。.・゜✭・Karyn_.｡.:*☆","😻😻😻","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre moderna"
"TikTok","Leonardo Medina","@𝐇𝐞𝐢𝐝𝐲 𝐜𝐚𝐫𝐫𝐞𝐫𝐚 pronto seremos 5 😍😍😘","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la hija"
"TikTok",":3","Ayyy muchísimas felicidades, que sean muy felices para siempre 👏🏻👏🏻🎊🎊🎊🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre moderna"
"TikTok","Mayo1997","🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre protectora"
"TikTok","Regina G.","Me dio fomo","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre protectora"
"TikTok","💢🎸☠️[.니콜.]☠️🎸💢","dónde vives para robarme al bebé 🚼","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la hija"
"TikTok","E","Tu ya ganaste en la vida","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la hija"
"TikTok","Axel ꛕͲ🍾","Ya tengo el audi,solo me falta la mamá y el bebé","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre moderna"
"TikTok","justin","@💜💜bts army💜🥰 un día 🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre protectora"
"TikTok","ʜᴇʟᴇɴᴀ","metas , llegar los tres y no dos","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre moderna"
"TikTok",".","@euly q ganas pero contigo.","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la hija"
"TikTok","Naye Romero","Porque nadie está hablando de que lo compartió @Luci_leoonn","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre moderna"
"TikTok","Ichel🩻","Como así que lo compartío la @Luci_leoonn 🫠","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre moderna"
"TikTok","_gisselita","se tiene a su casimerito","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre protectora"
"TikTok","lealtad 77","@YURY🤍 PRIMERO DIOS MI VIDA🤍","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre protectora"
"TikTok","la_gallina_turuleka_🇺🇬","Ese día nació mi primo","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre protectora"
"TikTok","EMILY ❣️","muchas señales 😭🥹 es mi mayor sueño y se cumplen por qué se cumplen","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre moderna"
"TikTok","La tía Paola 🖌️🎨","Que miedo ojalá me pase...💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la hija"
"TikTok","Los ojos Bambi de jungkook💗💜","es hermoso el bebé 💓💖💖💕","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre moderna"
"TikTok","☁️","Lo que más anhelo en esta vida, pero también mi mayor temor.","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre moderna"
"TikTok","princesa","estaba cagando y me levante a aplaudir","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre moderna"
"TikTok","Cristel🪩🐆","@dani algún día mi vida 💞","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre moderna"
"TikTok","saraycanonc","Es mi mayor anhelo y mi mayor miedo por que soy joven y no estoy trabajando","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la madre protectora"
"TikTok","D et L","YO QUIEROOO, NO, NECESITOOO","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la amiga"
"TikTok","𝙺𝚊𝚛𝚒","Awww extraño a mi futuro bb y futuro esposoo💗😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la amiga"
"TikTok","gm_jenni","Amooo 😻","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la madre protectora"
"TikTok","Miaᥫ᭡","""Se fueron siendo 2 y ahora regresaron siendo 3""","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la hija"
"TikTok","cami_27","❤❤❤","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre moderna"
"TikTok","Maribell","el mayor sueño y la meta 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre moderna"
"TikTok","v?","Ojalá algún día pueda formar una familia así 💙🙏🏻","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre moderna"
"TikTok","°♡<Ryu>♡°","que miedo, ojalá me pase","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la amiga"
"TikTok","soledad ✨💗","mi mayor sueño","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la hija"
"TikTok","Nilu 🩶","this is my dream 🙂‍↕️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la hija"
"TikTok","bibi","@shun","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la hija"
"TikTok","Lee Deily💜","El chico con esas manos Guao quierooo 😭😭😭😭😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la hija"
"TikTok","Júliiss💗","Awwwww que bonito❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la amiga"
"TikTok","maria gdz","@ℛℴ𝒹𝓇𝒾𝒸ℯ🦋","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la amiga"
"TikTok","Naty","@yei","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la amiga"
"TikTok","BREYCHELL .🥹👾😻","❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre moderna"
"TikTok","⭐️","@la ratita xd","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la amiga"
